Date,Open,High,Low,Close,Adj Close,Volume
1995-12-06,22.531250,22.781250,22.500000,22.687500,11.964773,5770000
1995-12-07,22.625000,22.750000,22.562500,22.718750,11.981248,4920400
1995-12-08,22.750000,22.812500,22.406250,22.562500,11.898849,3253200
1995-12-11,22.500000,22.781250,22.437500,22.531250,11.882368,3857200
1995-12-12,22.562500,22.781250,22.531250,22.687500,11.964773,2964000
1995-12-13,22.687500,22.875000,22.656250,22.718750,11.981248,4402000
1995-12-14,22.718750,23.093750,22.718750,22.875000,12.063655,3174000
1995-12-15,22.875000,22.968750,22.656250,22.843750,12.047180,10374800
1995-12-18,22.718750,22.718750,22.250000,22.281250,11.750525,4907200
1995-12-19,22.250000,22.375000,21.593750,21.750000,11.470364,6359600
1995-12-20,21.781250,22.187500,21.625000,21.812500,11.503317,5334000
1995-12-21,21.781250,22.125000,21.750000,22.093750,11.651646,6642000
1995-12-22,22.031250,22.062500,21.531250,21.625000,11.404440,4405200
1995-12-26,21.656250,21.687500,21.562500,21.625000,11.404440,2158400
1995-12-27,21.656250,21.718750,21.375000,21.718750,11.453883,4493600
1995-12-28,21.593750,21.625000,21.468750,21.500000,11.338518,3574400
1995-12-29,21.500000,21.500000,21.281250,21.375000,11.272596,4298400
1996-01-02,21.375000,21.375000,20.875000,21.062500,11.107793,5178400
1996-01-03,21.312500,22.031250,21.312500,21.906250,11.552762,8481600
1996-01-04,21.875000,22.062500,21.687500,21.687500,11.437395,6502400
1996-01-05,21.593750,21.875000,21.437500,21.687500,11.437395,5838400
1996-01-08,21.718750,21.968750,21.687500,21.968750,11.585724,1985200
1996-01-09,22.218750,22.562500,22.062500,22.093750,11.651646,6399200
1996-01-10,21.906250,21.937500,20.781250,21.375000,11.272596,8897600
1996-01-11,21.375000,21.375000,20.781250,20.937500,11.041870,7519200
1996-01-12,21.218750,21.656250,21.156250,21.437500,11.305553,7790400
1996-01-15,21.406250,21.718750,21.343750,21.625000,11.404440,4316000
1996-01-16,21.687500,21.812500,21.562500,21.687500,11.437395,6132800
1996-01-17,21.687500,21.968750,21.593750,21.843750,11.519802,4148000
1996-01-18,21.812500,21.843750,21.562500,21.687500,11.437395,3967200
1996-01-19,21.656250,21.718750,21.468750,21.593750,11.387958,5039200
1996-01-22,21.656250,21.906250,21.531250,21.687500,11.437395,3479200
1996-01-23,21.687500,21.968750,21.625000,21.937500,11.569239,3313600
1996-01-24,22.500000,23.437500,22.312500,23.437500,12.360298,8643200
1996-01-25,23.312500,23.687500,22.625000,23.250000,12.261419,7677600
1996-01-26,23.125000,23.437500,22.937500,23.312500,12.294381,4344800
1996-01-29,23.343750,23.812500,23.343750,23.562500,12.426225,4632000
1996-01-30,23.437500,24.093750,23.375000,24.093750,12.706393,4118800
1996-01-31,24.031250,24.125000,23.906250,24.000000,12.656947,4875600
1996-02-01,24.062500,24.062500,23.562500,23.593750,12.442708,3757200
1996-02-02,23.593750,24.375000,23.593750,23.968750,12.640467,6048000
1996-02-05,23.750000,24.531250,23.750000,24.468750,12.904149,4139200
1996-02-06,24.468750,24.562500,24.156250,24.281250,12.805280,5285600
1996-02-07,24.187500,24.250000,23.968750,24.250000,12.788795,6490400
1996-02-08,24.281250,24.781250,24.281250,24.687500,13.019517,8785600
1996-02-09,24.718750,25.093750,24.625000,24.781250,13.068957,8630400
1996-02-12,24.781250,24.843750,24.593750,24.718750,13.035999,7639200
1996-02-13,24.687500,24.906250,24.687500,24.750000,13.052478,11282400
1996-02-14,24.750000,24.750000,24.343750,24.406250,12.871194,6615600
1996-02-15,24.187500,24.312500,23.718750,23.781250,12.584126,17661600
1996-02-16,23.812500,23.875000,23.468750,23.531250,12.451837,10604400
1996-02-20,23.250000,23.406250,23.093750,23.156250,12.253396,7104400
1996-02-21,23.187500,23.843750,23.187500,23.718750,12.551048,9927200
1996-02-22,23.750000,24.062500,23.718750,23.781250,12.584126,8206800
1996-02-23,23.843750,23.968750,23.375000,23.375000,12.369148,7015600
1996-02-26,23.406250,23.718750,23.375000,23.437500,12.402225,6400000
1996-02-27,23.500000,23.718750,23.281250,23.375000,12.369148,6280000
1996-02-28,23.562500,24.093750,23.468750,23.468750,12.418763,7050800
1996-02-29,23.218750,23.968750,23.218750,23.375000,12.369148,7694000
1996-03-01,23.562500,24.062500,23.406250,24.000000,12.699884,5734400
1996-03-04,24.000000,24.406250,23.875000,24.187500,12.799094,6474800
1996-03-05,24.031250,24.156250,23.906250,24.062500,12.732949,3620800
1996-03-06,24.218750,24.437500,23.937500,23.968750,12.683346,3973200
1996-03-07,23.968750,24.562500,23.937500,24.562500,12.997534,6656400
1996-03-08,24.218750,24.250000,22.750000,23.750000,12.567586,14972400
1996-03-11,23.625000,23.843750,23.281250,23.812500,12.600662,6416800
1996-03-12,23.656250,23.718750,23.250000,23.531250,12.451837,6042800
1996-03-13,23.562500,23.593750,23.125000,23.218750,12.286477,5367200
1996-03-14,23.500000,23.656250,23.125000,23.156250,12.253396,5303200
1996-03-15,23.187500,23.656250,23.156250,23.500000,12.435303,8027600
1996-03-18,23.750000,23.937500,23.437500,23.593750,12.484904,4784800
1996-03-19,23.750000,23.812500,22.968750,23.125000,12.236856,8377200
1996-03-20,23.281250,23.500000,23.125000,23.437500,12.402225,4706800
1996-03-21,23.437500,23.781250,23.343750,23.531250,12.451837,6654800
1996-03-22,23.625000,23.812500,23.375000,23.625000,12.501445,5514000
1996-03-25,23.812500,23.875000,23.406250,23.406250,12.385691,4180800
1996-03-26,23.375000,23.812500,23.343750,23.656250,12.517982,4152000
1996-03-27,23.687500,23.687500,23.281250,23.281250,12.319543,4147600
1996-03-28,23.218750,23.343750,23.000000,23.187500,12.269936,3432800
1996-03-29,23.343750,23.437500,23.000000,23.062500,12.203789,3490400
1996-04-01,23.281250,23.375000,23.187500,23.312500,12.336084,7576000
1996-04-02,23.406250,23.812500,23.250000,23.812500,12.600662,5251600
1996-04-03,23.718750,23.718750,23.468750,23.531250,12.451837,3109200
1996-04-04,23.656250,23.687500,23.562500,23.656250,12.517982,3201200
1996-04-08,23.000000,23.218750,22.593750,23.031250,12.187256,7155600
1996-04-09,23.250000,23.281250,22.625000,22.812500,12.071505,4568400
1996-04-10,22.750000,22.812500,21.968750,22.062500,11.674626,6174800
1996-04-11,22.125000,22.218750,21.406250,21.875000,11.575412,10417600
1996-04-12,22.000000,22.437500,21.968750,22.156250,11.724238,9556400
1996-04-15,22.250000,22.562500,22.125000,22.437500,11.873062,4751600
1996-04-16,22.468750,22.937500,22.437500,22.781250,12.054959,7663200
1996-04-17,22.812500,22.875000,22.562500,22.656250,11.988822,4947600
1996-04-18,22.687500,23.000000,22.656250,22.906250,12.121110,4536400
1996-04-19,22.906250,23.000000,22.687500,22.718750,12.021891,4528800
1996-04-22,22.843750,22.968750,22.156250,22.500000,11.906140,4251200
1996-04-23,22.625000,22.843750,22.562500,22.625000,11.972281,4776400
1996-04-24,22.656250,22.656250,22.000000,22.437500,11.873062,6766000
1996-04-25,22.437500,22.781250,22.250000,22.531250,11.922671,6463600
1996-04-26,22.687500,22.968750,22.531250,22.656250,11.988822,5042400
1996-04-29,22.656250,23.062500,22.625000,22.968750,12.154185,3635600
1996-04-30,22.937500,23.156250,22.750000,23.125000,12.236856,3996400
1996-05-01,23.000000,23.437500,23.000000,23.187500,12.269936,3848400
1996-05-02,23.031250,23.062500,22.375000,22.375000,11.839991,6137200
1996-05-03,22.625000,22.906250,22.156250,22.375000,11.839991,5442000
1996-05-06,22.500000,22.593750,22.187500,22.437500,11.873062,4078000
1996-05-07,22.437500,22.531250,22.250000,22.437500,11.873062,3658400
1996-05-08,22.312500,22.968750,22.093750,22.968750,12.154185,4834800
1996-05-09,22.906250,22.937500,22.625000,22.718750,12.021891,3180800
1996-05-10,22.875000,23.031250,22.687500,22.906250,12.121110,4628000
1996-05-13,22.968750,23.156250,22.781250,23.156250,12.253396,4348000
1996-05-14,23.156250,23.312500,23.031250,23.125000,12.236856,4515600
1996-05-15,23.187500,23.593750,23.156250,23.468750,12.418763,5467600
1996-05-16,23.375000,23.937500,23.375000,23.562500,12.468370,6494400
1996-05-17,23.687500,23.750000,23.437500,23.718750,12.601862,5300800
1996-05-20,23.812500,23.968750,23.625000,23.812500,12.651669,3688000
1996-05-21,23.843750,23.968750,23.750000,23.906250,12.701484,2656800
1996-05-22,23.875000,24.281250,23.843750,24.250000,12.884116,4257200
1996-05-23,24.281250,24.406250,23.937500,24.125000,12.817703,4583600
1996-05-24,24.218750,24.468750,24.156250,24.406250,12.967132,3256800
1996-05-28,24.500000,24.562500,24.000000,24.343750,12.933925,4222000
1996-05-29,24.468750,24.468750,23.906250,24.062500,12.784493,4800000
1996-05-30,24.062500,24.593750,23.875000,24.437500,12.983731,4679600
1996-05-31,24.437500,24.593750,24.281250,24.343750,12.933925,4352800
1996-06-03,24.250000,24.406250,24.187500,24.250000,12.884116,3348800
1996-06-04,24.437500,24.625000,24.406250,24.562500,13.050147,3176800
1996-06-05,24.625000,24.812500,24.468750,24.812500,13.182972,3273200
1996-06-06,24.937500,24.937500,24.562500,24.562500,13.050147,3742000
1996-06-07,24.093750,24.750000,24.062500,24.656250,13.099957,4684400
1996-06-10,24.781250,24.937500,24.687500,24.843750,13.199578,3296800
1996-06-11,25.000000,25.093750,24.875000,25.000000,13.282592,6257200
1996-06-12,25.187500,25.375000,24.812500,25.000000,13.282592,4862800
1996-06-13,25.000000,25.000000,24.437500,24.437500,12.983731,4964200
1996-06-14,24.437500,24.625000,24.250000,24.500000,13.016938,3510800
1996-06-17,24.687500,24.750000,24.125000,24.375000,12.950536,3557200
1996-06-18,24.250000,24.312500,23.875000,23.937500,12.718082,4297400
1996-06-19,24.000000,24.125000,23.937500,24.000000,12.751288,3791800
1996-06-20,24.062500,24.187500,23.750000,23.937500,12.718082,4851600
1996-06-21,24.062500,24.062500,23.812500,24.062500,12.784493,7803000
1996-06-24,24.062500,24.375000,23.937500,24.187500,12.850911,3864600
1996-06-25,24.375000,24.687500,24.312500,24.687500,13.116571,4260800
1996-06-26,24.625000,24.687500,24.562500,24.687500,13.116571,3352800
1996-06-27,24.562500,24.750000,24.125000,24.562500,13.050147,3370000
1996-06-28,24.687500,24.875000,24.562500,24.750000,13.149774,2947000
1996-07-01,24.875000,24.875000,24.687500,24.812500,13.182972,2411000
1996-07-02,24.937500,25.000000,24.625000,24.875000,13.216178,3323600
1996-07-03,24.875000,24.875000,24.562500,24.687500,13.116571,2967000
1996-07-05,24.375000,24.750000,24.187500,24.187500,12.850911,1892200
1996-07-08,24.125000,24.375000,23.937500,24.000000,12.751288,3810600
1996-07-09,24.125000,24.125000,23.625000,23.625000,12.552049,3391400
1996-07-10,23.750000,24.000000,23.375000,24.000000,12.751288,3817800
1996-07-11,24.125000,24.375000,23.500000,24.000000,12.751288,3584200
1996-07-12,24.000000,24.000000,23.312500,23.593750,12.535455,2978800
1996-07-15,23.500000,23.625000,22.750000,23.000000,12.219983,4510600
1996-07-16,22.875000,24.250000,22.062500,24.125000,12.817703,8481000
1996-07-17,24.437500,24.437500,23.750000,23.750000,12.618469,4263000
1996-07-18,24.062500,24.625000,23.812500,24.562500,13.050147,4223800
1996-07-19,24.562500,24.687500,24.375000,24.687500,13.116571,4219000
1996-07-22,24.375000,24.562500,23.812500,24.437500,12.983731,3103800
1996-07-23,24.500000,24.500000,23.562500,23.687500,12.585255,2847000
1996-07-24,23.250000,24.125000,22.750000,23.750000,12.618469,5072600
1996-07-25,23.937500,24.000000,23.437500,23.687500,12.585255,3410000
1996-07-26,23.937500,24.062500,23.562500,24.062500,12.784493,2575800
1996-07-29,24.000000,24.062500,23.750000,23.812500,12.651669,1963800
1996-07-30,24.000000,24.125000,23.625000,24.125000,12.817703,3173400
1996-07-31,24.062500,24.187500,23.812500,23.875000,12.684870,3028400
1996-08-01,23.875000,24.687500,23.875000,24.562500,13.050147,3434600
1996-08-02,24.750000,25.125000,24.750000,24.812500,13.182972,3553400
1996-08-05,25.062500,25.375000,25.000000,25.187500,13.382211,2804200
1996-08-06,25.187500,25.250000,25.000000,25.250000,13.415419,2889600
1996-08-07,25.312500,25.750000,25.062500,25.750000,13.681072,3842800
1996-08-08,25.812500,25.812500,25.437500,25.625000,13.614657,2526800
1996-08-09,25.750000,25.812500,25.500000,25.625000,13.614657,2759800
1996-08-12,25.562500,26.312500,25.375000,26.312500,13.979925,3563400
1996-08-13,26.187500,26.562500,26.062500,26.250000,13.946722,4206800
1996-08-14,26.375000,26.562500,26.250000,26.562500,14.112756,4507800
1996-08-15,26.562500,26.687500,26.375000,26.562500,14.112756,3079800
1996-08-16,26.250000,26.312500,25.750000,25.812500,13.763499,4117600
1996-08-19,26.062500,26.437500,26.000000,26.062500,13.896805,2231200
1996-08-20,26.062500,26.187500,25.812500,25.875000,13.796832,2170600
1996-08-21,25.937500,26.125000,25.687500,25.937500,13.830148,1889000
1996-08-22,25.937500,26.062500,25.500000,26.000000,13.863479,2593400
1996-08-23,26.125000,26.187500,25.437500,25.562500,13.630202,2653000
1996-08-26,25.500000,25.500000,25.125000,25.250000,13.463571,2720600
1996-08-27,25.250000,25.500000,25.250000,25.437500,13.563548,2027200
1996-08-28,25.375000,25.375000,25.187500,25.187500,13.430247,1518600
1996-08-29,25.125000,25.187500,24.812500,24.937500,13.296946,2504000
1996-08-30,25.000000,25.000000,24.312500,24.625000,13.130316,3609600
1996-09-03,24.312500,24.812500,24.125000,24.562500,13.096992,2576600
1996-09-04,24.437500,24.625000,24.312500,24.562500,13.096992,2111600
1996-09-05,24.375000,24.812500,24.187500,24.250000,12.930360,2356200
1996-09-06,24.375000,24.937500,24.187500,24.875000,13.263624,2416200
1996-09-09,25.000000,25.125000,24.875000,24.937500,13.296946,2815800
1996-09-10,25.187500,25.250000,24.625000,24.687500,13.163641,3769200
1996-09-11,24.750000,24.875000,24.500000,24.625000,13.130316,3437800
1996-09-12,24.750000,25.000000,24.437500,24.625000,13.130316,2905200
1996-09-13,25.062500,25.250000,24.875000,25.000000,13.330264,3938600
1996-09-16,25.187500,25.437500,25.062500,25.062500,13.363596,4645200
1996-09-17,25.125000,25.187500,24.812500,25.000000,13.330264,2353400
1996-09-18,25.000000,25.062500,24.750000,24.812500,13.230291,1759800
1996-09-19,24.687500,25.187500,24.562500,25.000000,13.330264,2120200
1996-09-20,25.125000,25.250000,25.062500,25.250000,13.463571,6317000
1996-09-23,25.187500,25.375000,25.062500,25.375000,13.530221,2810200
1996-09-24,25.375000,25.437500,25.062500,25.187500,13.430247,3457200
1996-09-25,25.312500,25.375000,25.062500,25.125000,13.396921,2499200
1996-09-26,25.312500,25.812500,25.125000,25.500000,13.596873,5055800
1996-09-27,25.750000,25.750000,25.437500,25.750000,13.730172,2691200
1996-09-30,25.812500,25.875000,25.500000,25.625000,13.663527,2691200
1996-10-01,25.625000,25.687500,25.312500,25.562500,13.630202,2583000
1996-10-02,25.687500,25.750000,25.562500,25.625000,13.663527,2286800
1996-10-03,25.687500,25.687500,25.375000,25.500000,13.596873,2112600
1996-10-04,25.625000,26.125000,25.562500,25.937500,13.830148,3331200
1996-10-07,26.062500,26.187500,25.937500,26.000000,13.863479,2707600
1996-10-08,25.750000,26.125000,25.687500,25.937500,13.830148,2877800
1996-10-09,26.000000,26.000000,25.250000,25.625000,13.663527,3083200
1996-10-10,25.625000,25.687500,25.375000,25.437500,13.563548,1622200
1996-10-11,25.500000,25.937500,25.437500,25.750000,13.730172,2014600
1996-10-14,25.750000,26.437500,25.750000,26.250000,13.996785,2727200
1996-10-15,26.125000,26.312500,25.500000,25.625000,13.663527,3983000
1996-10-16,25.750000,25.750000,25.312500,25.625000,13.663527,4127200
1996-10-17,25.812500,26.312500,25.750000,26.187500,13.963464,4066600
1996-10-18,26.000000,26.125000,25.875000,25.937500,13.830148,7749000
1996-10-21,26.000000,26.000000,25.250000,25.375000,13.530221,5960000
1996-10-22,25.250000,25.312500,24.812500,24.875000,13.263624,6138000
1996-10-23,24.875000,25.062500,24.625000,24.875000,13.263624,5152800
1996-10-24,24.937500,25.125000,24.250000,24.312500,12.963688,5855400
1996-10-25,24.312500,24.562500,23.562500,23.625000,12.597098,4858800
1996-10-28,24.000000,24.125000,23.750000,23.812500,12.697079,6228400
1996-10-29,24.000000,24.500000,23.937500,24.125000,12.863707,5645600
1996-10-30,24.125000,24.187500,23.937500,24.000000,12.797063,4281800
1996-10-31,24.125000,24.687500,24.062500,24.625000,13.130316,3943000
1996-11-01,24.875000,25.125000,24.437500,24.562500,13.096992,3277000
1996-11-04,24.750000,24.750000,24.437500,24.437500,13.030340,5170000
1996-11-05,24.500000,25.375000,24.500000,25.000000,13.330264,5884000
1996-11-06,25.250000,26.312500,25.187500,26.250000,13.996785,6728200
1996-11-07,26.187500,26.187500,25.750000,25.750000,13.730172,4705600
1996-11-08,25.875000,25.875000,25.500000,25.750000,13.730172,4280000
1996-11-11,25.750000,25.937500,25.687500,25.750000,13.730172,2776400
1996-11-12,25.750000,25.750000,25.375000,25.437500,13.563548,4474800
1996-11-13,25.437500,25.750000,25.375000,25.437500,13.563548,3440000
1996-11-14,25.375000,25.500000,25.187500,25.437500,13.563548,4951800
1996-11-15,25.500000,25.625000,25.250000,25.375000,13.580938,4927200
1996-11-18,25.375000,25.500000,25.250000,25.312500,13.547497,3099000
1996-11-19,25.562500,25.812500,25.437500,25.812500,13.815093,3201000
1996-11-20,25.750000,25.937500,25.562500,25.687500,13.748198,4682800
1996-11-21,26.000000,26.187500,25.812500,26.062500,13.948902,4152800
1996-11-22,26.062500,26.375000,25.875000,26.125000,13.982353,3259400
1996-11-25,26.000000,26.875000,26.000000,26.875000,14.383752,4679000
1996-11-26,26.750000,27.000000,26.687500,26.812500,14.350310,4740400
1996-11-27,26.937500,26.937500,26.750000,26.750000,14.316856,2525000
1996-11-29,26.687500,26.812500,26.562500,26.625000,14.249952,1181800
1996-12-02,26.562500,26.562500,26.375000,26.437500,14.149602,2584800
1996-12-03,26.437500,26.875000,25.750000,25.875000,13.848543,3329400
1996-12-04,25.750000,26.125000,25.687500,26.000000,13.915450,4585800
1996-12-05,26.125000,26.250000,25.750000,25.812500,13.815093,3542800
1996-12-06,25.062500,26.187500,25.000000,25.875000,13.848543,4534200
1996-12-09,26.000000,26.187500,25.625000,26.187500,14.015799,2454200
1996-12-10,26.062500,26.500000,26.000000,26.250000,14.049253,2540000
1996-12-11,25.750000,26.125000,25.562500,25.875000,13.848543,3690400
1996-12-12,25.875000,25.875000,25.187500,25.250000,13.514045,3920800
1996-12-13,25.000000,25.187500,24.812500,24.875000,13.313341,6176200
1996-12-16,25.000000,25.187500,24.250000,24.437500,13.079186,5080600
1996-12-17,24.187500,24.562500,24.000000,24.312500,13.012280,7168400
1996-12-18,24.500000,25.000000,24.437500,24.562500,13.146084,5272400
1996-12-19,24.937500,25.437500,24.812500,25.312500,13.547497,3773600
1996-12-20,26.125000,26.125000,24.812500,24.937500,13.346786,10639400
1996-12-23,25.062500,25.312500,24.875000,24.937500,13.346786,3459600
1996-12-24,25.000000,25.062500,24.937500,25.000000,13.380239,1444800
1996-12-26,24.875000,25.375000,24.875000,25.062500,13.413691,2643200
1996-12-27,25.125000,25.500000,25.125000,25.250000,13.514045,1777400
1996-12-30,25.312500,25.875000,25.250000,25.562500,13.681297,2894200
1996-12-31,25.562500,25.656250,24.875000,24.875000,13.313341,2550800
1997-01-02,24.937500,25.000000,24.312500,24.875000,13.313341,4192000
1997-01-03,25.062500,25.312500,24.875000,25.125000,13.447137,2994200
1997-01-06,25.375000,25.687500,25.250000,25.312500,13.547497,4661600
1997-01-07,25.312500,25.375000,25.000000,25.375000,13.580938,3805200
1997-01-08,25.625000,25.875000,25.437500,25.562500,13.681297,4096200
1997-01-09,25.687500,25.937500,25.562500,25.750000,13.781650,3908800
1997-01-10,25.375000,25.750000,25.312500,25.562500,13.681297,5677600
1997-01-13,25.500000,25.500000,25.062500,25.125000,13.447137,5255600
1997-01-14,25.312500,25.812500,25.312500,25.625000,13.714746,4860000
1997-01-15,25.750000,26.250000,25.687500,26.062500,13.948902,6654200
1997-01-16,26.375000,26.562500,25.812500,25.812500,13.815093,5667600
1997-01-17,25.812500,26.062500,25.500000,25.687500,13.748198,9774000
1997-01-20,25.750000,25.875000,25.437500,25.500000,13.647846,5235000
1997-01-21,25.375000,26.812500,25.375000,26.750000,14.316856,9890600
1997-01-22,27.437500,29.000000,27.312500,28.687500,15.353824,13235000
1997-01-23,28.812500,28.937500,28.062500,28.062500,15.019320,6164000
1997-01-24,28.000000,28.125000,27.250000,27.562500,14.751712,6130400
1997-01-27,27.687500,27.687500,27.125000,27.312500,14.617917,3776200
1997-01-28,27.687500,27.875000,27.062500,27.187500,14.551012,5703600
1997-01-29,27.187500,27.625000,27.125000,27.500000,14.718263,3595000
1997-01-30,27.875000,28.500000,27.812500,28.437500,15.220023,5495600
1997-01-31,28.562500,29.250000,28.500000,28.875000,15.454181,5477800
1997-02-03,29.000000,29.000000,28.500000,28.625000,15.320375,3522600
1997-02-04,28.687500,29.437500,28.562500,29.437500,15.755230,3740200
1997-02-05,29.437500,29.812500,28.312500,28.687500,15.353824,4873600
1997-02-06,28.812500,29.437500,28.562500,29.437500,15.755230,4416400
1997-02-07,29.750000,29.937500,29.562500,29.875000,15.989387,5465600
1997-02-10,30.000000,30.312500,29.750000,29.812500,15.955934,5756400
1997-02-11,29.875000,30.062500,29.812500,30.000000,16.056295,3926200
1997-02-12,30.000000,30.437500,30.000000,30.437500,16.290442,6457800
1997-02-13,30.562500,31.000000,30.562500,30.875000,16.576334,6746800
1997-02-14,30.937500,31.000000,30.687500,30.687500,16.475666,5013800
1997-02-18,30.812500,31.375000,30.500000,31.375000,16.844772,4669200
1997-02-19,31.312500,31.375000,30.750000,30.812500,16.542780,3642400
1997-02-20,30.312500,30.437500,29.875000,30.125000,16.173670,5090800
1997-02-21,30.062500,30.250000,29.937500,30.125000,16.173670,5542600
1997-02-24,30.062500,30.625000,30.000000,30.375000,16.307882,4015200
1997-02-25,30.375000,30.437500,29.687500,30.000000,16.106562,5305000
1997-02-26,30.062500,30.062500,29.000000,29.375000,15.771006,6517800
1997-02-27,29.375000,29.375000,28.812500,28.812500,15.469009,4441600
1997-02-28,28.625000,29.187500,28.312500,28.750000,15.435446,4997200
1997-03-03,28.500000,29.250000,28.375000,29.187500,15.670344,3558000
1997-03-04,29.187500,29.187500,28.625000,28.687500,15.401896,4261600
1997-03-05,28.875000,29.687500,28.875000,29.687500,15.938781,5379200
1997-03-06,29.750000,29.750000,29.312500,29.562500,15.871673,4513800
1997-03-07,29.625000,30.500000,29.625000,30.312500,16.274336,5577600
1997-03-10,30.500000,30.687500,30.437500,30.625000,16.442118,3289800
1997-03-11,30.625000,30.687500,30.375000,30.437500,16.341448,3427200
1997-03-12,30.625000,30.625000,29.437500,29.812500,16.005888,4302600
1997-03-13,30.250000,30.500000,28.937500,29.375000,15.771006,8867200
1997-03-14,29.625000,29.687500,28.750000,28.937500,15.536111,6664600
1997-03-17,28.375000,29.125000,28.250000,28.937500,15.536111,7228200
1997-03-18,29.062500,29.562500,28.687500,28.812500,15.469009,4520800
1997-03-19,29.000000,29.500000,27.812500,28.687500,15.401896,8256400
1997-03-20,28.875000,29.000000,28.062500,28.562500,15.334791,4417600
1997-03-21,28.812500,28.875000,28.125000,28.312500,15.200560,6286800
1997-03-24,28.500000,29.000000,28.250000,28.937500,15.536111,3515800
1997-03-25,29.125000,29.437500,28.625000,28.750000,15.435446,3796000
1997-03-26,28.562500,29.125000,28.312500,28.562500,15.334791,4532400
1997-03-27,28.750000,28.812500,27.125000,27.562500,14.797898,5258600
1997-03-31,27.500000,27.687500,26.375000,26.437500,14.193905,8000400
1997-04-01,26.437500,27.562500,26.312500,27.437500,14.730783,6988600
1997-04-02,27.062500,27.750000,26.812500,27.187500,14.596570,4782600
1997-04-03,27.187500,27.500000,26.437500,27.000000,14.495893,5006600
1997-04-04,26.250000,27.500000,26.250000,27.312500,14.663684,6054200
1997-04-07,27.687500,27.750000,27.187500,27.250000,14.630123,4778200
1997-04-08,27.250000,27.375000,26.812500,27.250000,14.630123,4080200
1997-04-09,27.437500,27.562500,26.687500,26.812500,14.395242,4495800
1997-04-10,26.500000,27.437500,26.500000,27.187500,14.596570,4076000
1997-04-11,26.875000,26.937500,26.125000,26.125000,14.026130,4293600
1997-04-14,26.125000,26.500000,25.562500,26.500000,14.227460,4993800
1997-04-15,27.125000,27.562500,26.937500,27.500000,14.764344,4919400
1997-04-16,27.312500,27.937500,27.062500,27.937500,14.999228,5505800
1997-04-17,28.187500,28.250000,27.562500,27.625000,14.831455,3782600
1997-04-18,27.750000,28.125000,27.687500,27.875000,14.965675,4817000
1997-04-21,27.937500,28.687500,27.687500,28.625000,15.368343,5144400
1997-04-22,28.687500,29.625000,28.625000,29.500000,15.838117,8217000
1997-04-23,29.500000,29.500000,28.875000,29.000000,15.569674,4218800
1997-04-24,29.312500,29.437500,29.062500,29.062500,15.603226,3352400
1997-04-25,28.937500,29.312500,28.750000,29.062500,15.603226,2530200
1997-04-28,29.000000,29.812500,29.000000,29.750000,15.972324,3853000
1997-04-29,30.000000,30.125000,29.562500,30.000000,16.106562,5456400
1997-04-30,30.000000,30.750000,30.000000,30.562500,16.408562,4504600
1997-05-01,30.312500,30.375000,29.437500,29.812500,16.005888,3524800
1997-05-02,30.000000,30.937500,29.937500,30.687500,16.475666,3468000
1997-05-05,30.937500,31.250000,30.625000,31.187500,16.744114,4181600
1997-05-06,30.875000,31.125000,30.437500,30.750000,16.509222,5385600
1997-05-07,30.562500,30.625000,30.125000,30.187500,16.207226,4477600
1997-05-08,29.937500,30.750000,29.812500,30.000000,16.106562,4500400
1997-05-09,30.375000,30.625000,29.875000,30.562500,16.408562,2954000
1997-05-12,30.812500,31.000000,30.562500,31.000000,16.643438,3779000
1997-05-13,31.000000,31.187500,30.812500,31.125000,16.710560,5303000
1997-05-14,31.125000,31.312500,30.562500,30.625000,16.442118,4046200
1997-05-15,30.562500,30.875000,30.375000,30.875000,16.576334,4942600
1997-05-16,30.625000,30.875000,30.062500,30.125000,16.231503,5090000
1997-05-19,30.250000,30.750000,30.125000,30.625000,16.500910,2315600
1997-05-20,30.000000,30.437500,29.937500,30.437500,16.399874,4356600
1997-05-21,30.250000,30.312500,29.437500,29.687500,15.995767,8066000
1997-05-22,29.875000,29.937500,29.500000,29.750000,16.029434,4031200
1997-05-23,30.000000,30.187500,29.687500,29.937500,16.130470,3223600
1997-05-27,29.812500,30.187500,29.562500,29.937500,16.130470,3800000
1997-05-28,30.000000,30.000000,29.437500,29.687500,15.995767,3632000
1997-05-29,29.687500,29.937500,29.125000,29.437500,15.861072,4113600
1997-05-30,29.375000,30.062500,29.250000,30.000000,16.164150,4558800
1997-06-02,30.125000,30.187500,29.375000,29.687500,15.995767,4104800
1997-06-03,29.625000,30.000000,29.625000,29.875000,16.096792,3096800
1997-06-04,29.750000,29.875000,29.625000,29.687500,15.995767,2319600
1997-06-05,29.812500,30.062500,29.625000,29.625000,15.962096,3969800
1997-06-06,29.812500,30.312500,29.812500,30.062500,16.197819,4757000
1997-06-09,30.062500,30.875000,30.062500,30.812500,16.601921,4966000
1997-06-10,31.062500,31.062500,30.812500,30.937500,16.669275,4160800
1997-06-11,31.000000,32.187500,31.000000,31.937500,17.208082,8397800
1997-06-12,32.125000,32.750000,31.937500,32.750000,17.645864,5964000
1997-06-13,32.750000,33.250000,32.750000,33.187500,17.881592,5525800
1997-06-16,33.187500,33.250000,32.937500,33.125000,17.847908,4070200
1997-06-17,32.875000,32.937500,32.312500,32.500000,17.511160,5508800
1997-06-18,32.437500,32.750000,32.000000,32.125000,17.309113,4106600
